Link	New name	Change	Who Number	Last name	Prop Lists	Rec Lists	Locator name	French	Spanish	Russian	Arabic	Chinese	Phonetic	Molecular formula	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8397	clazosentan		8397	clazosentan	90	52	clazosentan [INN]	clazosentan	clazosentán	клазозентан	كلازوسانتان	克拉生坦	clazosentan	C25H23N9O6S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8398	arformoterol		8398	arformoterol	90	52	arformoterol [INN]	arformotérol	arformoterol	арформотерол	أرفورموتيرول	阿福特罗	arformoterol	C19H24N2O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8399	vildagliptin		8399	vildagliptin	90	52	vildagliptin [INN]	vildagliptine	vildagliptina	вилдаглиптин	فيلداغليبتين	维格列汀	vildagliptin	C17H25N3O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8400	banoxantrone		8400	banoxantrone	90	52	banoxantrone [INN]	banoxantrone	banoxantrona	баноксантрон	باناكسانترون	巴诺蒽醌	banoxantrone	C22H28N4O6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8401	lomeguatrib		8401	lomeguatrib	89	51	lomeguatrib [INN]	lomeguatrib	lomeguatrib	ломегуатриб	لوميغواتريب	洛美呱曲	lomeguatrib	C10H8BrN5OS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8402	imidafenacin		8402	imidafenacin	90	52	imidafenacin [INN]	imidafénacine	imidafenacina	имидафенацин	إيميدافيناسين	咪达那新	imidafenacin	C20H21N3O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8403	eslicarbazepine		8403	eslicarbazepine	90, 91	53	eslicarbazepine [INN]	eslicarbazépine	eslicarbazepina	эсликарбазепин	إيسليكاربازيبين	艾司利卡西平	eslicarbazepine	C17H16N2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8404	carmoterol		8404	carmoterol	91, 92	53	carmoterol [INN]	carmotérol	carmoterol	кармотерол	كارموتيرول	卡莫特罗	carmoterol	C21H24N2O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8405	taneptacogin alfa		8405	taneptacogin alfa	90	52	taneptacogin alfa [INN]	taneptacogin alfa	taneptacogina alfa	танептакогин альфа	تانابتاكوجين ألفا	他奈可近α	taneptacogin alfa	C	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8406	catumaxomab		8406	catumaxomab	93	55	catumaxomab [INN]	catumaxomab	catumaxomab	катумаксомаб	كاتوماكسوماب	卡妥索单抗	catumaxomab		
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8407	ertumaxomab		8407	ertumaxomab	93	55	ertumaxomab [INN]	ertumaxomab	ertumaxomab	эртумаксомаб	إيرتوماكسوماب	厄马索单抗	ertumaxomab		
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8408	tanogitran		8408	tanogitran	92	54	tanogitran [INN]	tanogitran	tanogitrán	таногитран	تانوجيترون	他诺吉群	tanogitran	C25H31N7O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8409	netupitant		8409	netupitant	90, 100	52, 61	netupitant [INN]	nétupitant	netupitant	нетупитант	نيتوبيتانت	奈妥匹坦	netupitant	C30H32F6N4O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8410	daxalipram		8410	daxalipram	91		daxalipram [INN]	daxalipram	daxalipram	даксалипрам	داكساليبرام	达沙普兰	daxalipram	C14H19NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8411	isalmadol		8411	isalmadol	92	54	isalmadol [INN]	isalmadol	isalmadol	исалмадол	إيزالمادول	伊沙马多	isalmadol	C22H27NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8412	mirococept		8412	mirococept	91	53	mirococept [INN]	mirococept	mirococept	мирокоцепт	ميروكوسابت	米考西普	mirococept	C1054H1635N293O312S16	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8413	batabulin		8413	batabulin	90	52	batabulin [INN]	batabuline	batabulina	батабулин	باتابولين	巴他布林	batabulin	C13H7F6NO3S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8414	pruvanserin		8414	pruvanserin	90	52	pruvanserin [INN]	pruvansérine	pruvanserina	прувансерин	بروفانسيرين	普凡色林	pruvanserin	C22H21FN4O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8415	revaprazan		8415	revaprazan	91	53	revaprazan [INN]	révaprazan	revaprazán	ревапразан	ريفابرازان	瑞普拉生	revaprazan	C22H23FN4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8416	nebentan		8416	nebentan	90	52	nebentan [INN]	nébentan	nebentán	небентан	نيبانتان	奈苯坦	nebentan	C24H21N5O5S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8417	tarenflurbil		8417	tarenflurbil	97, 98	59	tarenflurbil [INN]	tarenflurbil	tarenflurbilo	таренфлурбил	تارانفلوربيل	他氟比尔	tarenflurbil	C15H13FO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8418	tiplasinin		8418	tiplasinin	94	56	tiplasinin [INN]	tiplasinine	tiplasinina	типласинин	تيبلاسينين	替拉西宁	tiplasinin	C24H16F3NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8419	ecopladib		8419	ecopladib	90	52	ecopladib [INN]	écopladib	ecopladib	экопладиб	إيكوبلاديب	艾考拉地	ecopladib	C39H33Cl3N2O5S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8421	maropitant		8421	maropitant	90	52	maropitant [INN]	maropitant	maropitant	маропитант	ماروبيتانت	马罗匹坦	maropitant	C32H40N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8422	clofarabine		8422	clofarabine	90	52	clofarabine [INN]	clofarabine	clofarabina	клофарабин	كلوفارابين	氯法拉滨	clofarabine	C10H11ClFN5O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8424	solabegron		8424	solabegron	90	52	solabegron [INN]	solabégron	solabegrón	солабегрон	سولابيغرون	索拉贝隆	solabegron	C23H23ClN2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8425	palosuran		8425	palosuran	91	53	palosuran [INN]	palosuran	palosurán	палозуран	بالوسوران	帕洛舒仑	palosuran	C25H30N4O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8426	enzastaurin		8426	enzastaurin	90	52	enzastaurin [INN]	enzastaurine	enzastaurina	энзастаурин	أونزازتورين	恩扎妥林	enzastaurin	C32H29N5O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8427	tanaproget		8427	tanaproget	90	52	tanaproget [INN]	tanaproget	tanaproget	танапрогет	تانابروغات	他那罗吉	tanaproget	C16H15N3OS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8428	rivaroxaban		8428	rivaroxaban	90	52	rivaroxaban [INN]	rivaroxaban	rivaroxabán	ривароксабан	ريفاروكسابان	利伐沙班	rivaroxaban	C19H18ClN3O5S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8429	antithrombin alfa		8429	antithrombin alfa	93	56	antithrombin alfa [INN]	antithrombine alfa	antitrombina alfa	антитромбин альфа	أونتيثرومبين ألفا	抗凝血酶α	antitrombin	C2191H3451N583O656S18	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8430	tetomilast		8430	tetomilast	91	54	tetomilast [INN]	tétomilast	tetomilast	тетомиласт	تيتوميلاست	替托司特	tetomilast	C19H18N2O4S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8431	doranidazole		8431	doranidazole	90	52	doranidazole [INN]	doranidazole	doranidazol	доранидазол	دورانيدازول	多拉达唑	doranidazole	C8H13N3O6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8432	emapunil		8432	emapunil	90, 92		emapunil [INN]	émapunil	emapunilo	эмапунил	إيمابونيل	依马普尼	emapunil	C23H23N5O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8433	radequinil		8433	radequinil	93	55	radequinil [INN]	radéquinil	radequinilo	радехинил	راديكينيل	雷地奎尼	resekwinil	C18H14N4O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8434	paclitaxel poliglumex		8434	paclitaxel poliglumex	90	52	paclitaxel poliglumex [INN]	paclitaxel poliglumex	paclitaxel poliglumex	паклитаксел полиглумекс	باكليتاكسال بوليغلوماكس	聚谷紫杉醇	paclitaxel poliglumex	(C52H56N2O16)n . (C5H7NO3)x	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8435	dextofisopam		8435	dextofisopam	90	52	dextofisopam [INN]	dextofisopam	dextofisopam	декстофизопам	داكستوفيسوبان	右非索泮	dextofisopam	C22H26N2O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8437	mecasermin rinfabate		8437	mecasermin rinfabate	91, 92	53	mecasermin rinfabate [INN]	mécasermine rinfabate	mecasermina rinfabato	меказермин ринфабат	ميكاسارمين رينفابات	林美卡舍明	mecasermin rinfabate	C1231H1967N371O384S20	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8438	sontuzumab		8438	sontuzumab	94	56	sontuzumab [INN]	sontuzumab	sontuzumab	сонтузумаб	سونتوزيماب	松妥珠单抗	sontuzumab	Empty	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8440	ciluprevir		8440	ciluprevir	90	52	ciluprevir [INN]	ciluprévir	ciluprevir	цилупревир	سيلوبريفير	西鲁瑞韦	ciluprevir	C40H50N6O8S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8441	parathyroid hormone		8441	parathyroid hormone	90, 109	52, 71	parathyroid hormone [INN]	hormone parathyroïde	hormona paratiroidea	паратиреоидный гормон	هورمون باراثيروئيد	甲状旁腺激素	paratiroid hormone	C408H674N126O126S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8442	muraglitazar		8442	muraglitazar	90	52	muraglitazar [INN]	muraglitazar	muraglitazar	мураглитазар	موراغليتازار	莫格列扎	muraglitazar	C29H28N2O7	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8443	lumiliximab		8443	lumiliximab	90	52	lumiliximab [INN]	lumiliximab	lumiliximab	лумиликсимаб	لوميليكسيماب	鲁昔单抗	lumiliximab	C6850H10656N1824O2106S50	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8444	teduglutide		8444	teduglutide	90	52	teduglutide [INN]	téduglutide	teduglutida	тедуглутид	تيدوغلوتيد	替度鲁肽	teduglutide	C164H252N44O55S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8445	razaxaban		8445	razaxaban	90, 91	52	razaxaban [INN]	razaxaban	razaxabán	разаксабан	رازاكسابان	雷扎沙班	razaxaban	C24H20F4N8O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8446	mubritinib		8446	mubritinib	90	52	mubritinib [INN]	mubritinib	mubritinib	мубритиниб	موبريتينيب	莫立替尼	mubritinib	C25H23F3N4O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8447	ramelteon		8447	ramelteon	90, 94	52, 54	ramelteon [INN]	rameltéon	ramelteón	рамелтеон	رامالتيون	雷美替安	ramelteon	C16H21NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8448	certolizumab pegol		8448	certolizumab pegol	90, 97	52, 59	certolizumab pegol [INN]	certolizumab pégol	certolizumab pegol	цертолизумаб пэгол	سارتوليزوماب بيغول	培化舍珠单抗	certolizumab pegol	C2115H3252N556O673S16 (peptide)	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8449	adecatumumab		8449	adecatumumab	90	52	adecatumumab [INN]	adécatumumab	adecatumumab	адекатумумаб	أديكاتوموماب	阿德木单抗	adecatumumab	C6552H10080N1740O2052S46	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8450	maraviroc		8450	maraviroc	91, 94	53, 54	maraviroc [INN]	maraviroc	maraviroc	маравирок	مارافيروك	马拉韦罗	maraviroc	C29H41F2N5O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8451	besilesomab		8451	besilesomab	92	54	besilesomab [INN]	bésilésomab	besilesomab	бесилезомаб	بيزيليسوماب	贝索单抗	besilesomab	Empty	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8452	terutroban		8452	terutroban	93, 94	55	terutroban [INN]	térutroban	terutrobán	терутробан	تيريتروبان	特芦曲班	terutroban	C20H22ClNO4S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8453	indibulin		8453	indibulin	91	53	indibulin [INN]	indibuline	indibulina	индибулин	أنديبولين	吲地布林	indibulin	C22H16ClN3O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8454	taltobulin		8454	taltobulin	91	53	taltobulin [INN]	taltobuline	taltobulina	талтобулин	تالتوبولين	他托布林	taltobulin	C27H43N3O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8455	canfosfamide		8455	canfosfamide	92	54	canfosfamide [INN]	canfosfamide	canfosfamida	канфосфамид	كامفوسفاميد	坎磷酰胺	canfosfamide	C26H40Cl4N5O10PS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8456	milataxel		8456	milataxel	91	53	milataxel [INN]	milataxel	milataxel	милатаксел	ميلاتاكسال	米拉他赛	milataxel	C44H55NO16	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8457	indacaterol		8457	indacaterol	91	53	indacaterol [INN]	indacatérol	indacaterol	индакатерол	أنداكاتيرول	茚达特罗	indacaterol	C24H28N2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8459	ancriviroc		8459	ancriviroc	92	54	ancriviroc [INN]	ancriviroc	ancriviroc	анкривирок	أنكريفيروك	安立韦克	ancriviroc	C28H37BrN4O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8460	imiglitazar		8460	imiglitazar	91, 92	53	imiglitazar [INN]	imiglitazar	imiglitazar	имиглитазар	إيميغليتازار	伊格列扎	imiglitazar	C28H26N2O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8461	cetilistat		8461	cetilistat	91	53	cetilistat [INN]	cétilistat	cetilistat	цетилистат	سيتيليستات	西替司他	cetilistat	C25H39NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8462	pelitinib		8462	pelitinib	91, 93	53, 57	pelitinib [INN]	pélitinib	pelitinib	пелитиниб	بيليتينيب	培利替尼	pelitinib	C24H23ClFN5O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8463	bamirastine		8463	bamirastine	91	53	bamirastine [INN]	bamirastine	bamirastina	бамирастин	باميراستين	巴麦斯汀	bamirastine	C31H37N5O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8465	perflubutane		8465	perflubutane	91, 92	53	perflubutane [INN]	perflubutane	perflubutano	перфлубутан	بارفلوبوتان	全氟丁烷	perflubutane	C4H10	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8466	selodenoson		8466	selodenoson	91	53	selodenoson [INN]	sélodénoson	selodenosón	селоденозон	سيلودينوسون	塞洛诺生	selodenoson	C17H24N6O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8467	tifuvirtide		8467	tifuvirtide	91	53	tifuvirtide [INN]	tifuvirtide	tifuvirtida	тифувиртид	تيفوفيرتيد	替夫韦肽	tifuvirtide	C235H341N57O67	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8468	dirlotapide		8468	dirlotapide	91	53	dirlotapide [INN]	dirlotapide	dirlotapida	дирлотапид	ديرلوتابيد	地洛他派	dirlotapide	C40H33F3N4O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8469	rilpivirine		8469	rilpivirine	91, 92	53	rilpivirine [INN]	rilpivirine	rilpivirina	рилпивирин	ريلبيفيرين	利匹韦林	rilpivirine	C22H18N6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8470	lonaprisan		8470	lonaprisan	97	59	lonaprisan [INN]	lonaprisan	lonaprisán	лонаприсан	لونابريسان	洛那立生	lonaprisan	C28H29F5O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8471	ranirestat		8471	ranirestat	91	53	ranirestat [INN]	ranirestat	ranirestat	ранирестат	رانيراستات	雷尼司他	ranirestat	C17H11BrFN3O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8472	naveglitazar		8472	naveglitazar	92	54	naveglitazar [INN]	navéglitazar	naveglitazar	навеглитазар	نافيغليتازار	那格列扎	naveglitazar	C25H26O6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8474	armodafinil		8474	armodafinil	91	53	armodafinil [INN]	armodafinil	armodafinilo	армодафинил	أرمودافينيل	阿莫非尼	armodafinil	C15H15NO2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8475	alglucosidase alfa		8475	alglucosidase alfa	91	53	alglucosidase alfa [INN]	alglucosidase alfa	alglucosidasa alfa	алглюкозидаза альфа	ألغلوكوسيداس ألفا	阿糖苷酶α	alglucosidase	C4490H6823N1197O1298S32	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8476	ecallantide		8476	ecallantide	93	55	ecallantide [INN]	écallantide	ecalantida	экаллантид	إيكالانتيد	艾卡仑肽	ecallantide	C305H442N88O91S8	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8477	lemuteporfin		8477	lemuteporfin	91	53	lemuteporfin [INN]	lémutéporfine	lemuteporfina	лемутепорфин	ليموتيبورفين	来莫泊芬	lemuteporfin	C44H48N4O10	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8479	dapiclermin		8479	dapiclermin	93	55	dapiclermin [INN]	dapiclermine	dapiclermina	дапиклермин	دابيكلارمين	达匹勒明	dapiclermin	C945H1482N266O278S3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8481	libivirumab		8481	libivirumab	91	53	libivirumab [INN]	libivirumab	libivirumab	либивирумаб	ليبيفيروماب	利韦单抗	libivirumab	C6598H10232N1788O2060S46	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8483	belotecan		8483	belotecan	91	53	belotecan [INN]	bélotécan	belotecán	белотекан	بيلوتيكان	贝洛替康	belotecan	C25H27N3O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8484	yttrium (90Y) tacatuzumab tetraxetan		8484	yttrium (90Y) tacatuzumab tetraxetan	93	55	yttrium (90Y) tacatuzumab tetraxetan [INN]	yttrium (90Y) tacatuzumab tétraxétan	ytrio (90Y) tacatuzumab tetraxetán	иттрия (90Y) такатузумаб тетраксетан	إيتريوم (90Y) تاكاتوزوماب تيتراكسيتون	钇[90Y]替珠单抗	ittrium	C6470H9971N1712O2007S4290Y	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8485	dasantafil		8485	dasantafil	91, 94	53, 54	dasantafil [INN]	dasantafil	dasantafilo	дазантафил	داسانتافيل	达生他非	dasantafil	C22H28BrN5O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8486	lanimostim		8486	lanimostim	91	53	lanimostim [INN]	lanimostim	lanimostim	ланимостим	لانيموستيم	拉莫司亭	lanimostim	C2146H3346N572O686S28	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8488	regadenoson		8488	regadenoson	91	53	regadenoson [INN]	régadénoson	regadenosón	регаденозон	ريغادينوسون	瑞加诺生	regadenoson	C15H18N8O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8489	lecozotan		8489	lecozotan	93	55	lecozotan [INN]	lécozotan	lecozotán	лекозотан	ليكوزوتون	来考佐坦	lecozotan	C28H29N5O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8490	ritobegron		8490	ritobegron	91	53	ritobegron [INN]	ritobégron	ritobegrón	ритобегрон	ريتوبيغرون	利托贝隆	ritobegron	C21H27NO5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8491	denufosol		8491	denufosol	91	53	denufosol [INN]	dénufosol	denufosol	денуфозол	دينوفوسول	地纽福索	denufosol	C18H27N5O21P4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8492	perzinfotel		8492	perzinfotel	91	53	perzinfotel [INN]	perzinfotel	perzinfotel	перзинфотел	بارزانفوتال	培净福太	perzinfotel	C9H13N2O5P	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8493	depelestat		8493	depelestat	91, 92	53	depelestat [INN]	dépélestat	depelestat	депелестат	ديبيلاستات	地来司他	depelestat	C282H412N74O75S6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8494	retapamulin		8494	retapamulin	91	53	retapamulin [INN]	rétapamuline	retapamulina	ретапамулин	ريتابامولين	瑞他莫林	retapamulin	C30H47NO4S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8495	abatacept		8495	abatacept	91	53	abatacept [INN]	abatacept	abatacept	абатацепт	أباتاسابت	阿巴西普	abatacept	C3750H5872N982O1154S38	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8496	succinobucol		8496	succinobucol	95	57	succinobucol [INN]	succinobucol	succinobucol	сукцинобукол	سوكسينوبيكول	琥珀布可	succinobucol	C35H52O5S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8497	golimumab		8497	golimumab	91	53	golimumab [INN]	golimumab	golimumab	голимумаб	غوليموماب	戈利木单抗	golimumab	C6530H10068N1752O2026S44	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8498	deutolperisone		8498	deutolperisone	92	54	deutolperisone [INN]	deutolpérisone	deutolperisona	деутолперизон	دوتولبيريسون	地托哌松	deutolperisone	C16H16H7NO	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8499	panitumumab		8499	panitumumab	91, 96	53, 57	panitumumab [INN]	panitumumab	panitumumab	панитумумаб	بانيتوموماب	帕木单抗	panitumumab	C6398H9878N1694O2016S48	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8500	tefibazumab		8500	tefibazumab	92	54	tefibazumab [INN]	téfibazumab	tefibazumab	тефибазумаб	تيفيبازوماب	替非珠单抗	tefibazumab	C6548H10122N1730O2034S44	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8501	tandutinib		8501	tandutinib	91	53	tandutinib [INN]	tandutinib	tandutinib	тандутиниб	تاندوتينيب	坦度替尼	tandutinib	C31H42N6O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8502	delmitide		8502	delmitide	92	54	delmitide [INN]	delmitide	delmitida	дельмитид	دالميتيد	地米肽	delmitide	C59H105N17O11	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8503	prasugrel		8503	prasugrel	91	53	prasugrel [INN]	prasugrel	prasugrel	празугрел	براسوغرال	普拉格雷	prasugrel	C20H20FNO3S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8504	telavancin		8504	telavancin	91	53	telavancin [INN]	télavancine	telavancina	телаванцин	تيلافانسين	替拉凡星	telavancin	C80H106Cl2N11O27P	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8505	lenalidomide		8505	lenalidomide	91, 101	53, 62	lenalidomide [INN]	lénalidomide	lenalidomida	леналидомид	ليناليدوميد	来那度胺	lenalidomide	C13H13N3O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8506	acotiamide		8506	acotiamide	91	53	acotiamide [INN]	acotiamide	acotiamida	акотиамид	أكوتياميد	阿考替胺	acotiamide	C21H30N4O5S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8507	gantacurium chloride		8507	gantacurium chloride	91, 95	53, 57	gantacurium chloride [INN]	chlorure de gantacurium	cloruro de gantacurio	гантакурия хлорид	كلوريد غانتاكوريوم	更他氯铵	gantacurium	C53H69Cl3N2O14	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8508	pegamotecan		8508	pegamotecan	91	53	pegamotecan [INN]	pégamotécan	pegamotecán	пэгамотекан	بيغاموتيكان	培加替康	pegamotecan	C50H44N6O13 [C2H4O]n	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8509	glucarpidase		8509	glucarpidase	92	54	glucarpidase [INN]	glucarpidase	glucarpidasa	глюкарпидаза	غلوكاربيداس	谷卡匹酶	glucarpidase	C1950H3157N543O599S7 (monomer)	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8510	gadodenterate		8510	gadodenterate	91	53	gadodenterate [INN]	gadodentérate	gadodenterato	гадодентерат	غادودونتيرات	钆登酯	gadodenterate	C585H927Gd24N165O213	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8511	radafaxine		8511	radafaxine	91	53	radafaxine [INN]	radafaxine	radafaxina	радафаксин	رادافاكسين	雷达法辛	radafaxine	C13H18ClNO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8512	levotofisopam		8512	levotofisopam	92	54	levotofisopam [INN]	lévotofisopam	levotofisopam	левотофизопам	ليفوتوفيسوبام	左托非索泮	levotofisopam	C22H26N2O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8513	plerixafor		8513	plerixafor	93	55	plerixafor [INN]	plérixafor	plerixafor	плериксафор	بليريكسافور	普乐沙福	plerixafor	C28H54N8	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8514	fidexaban		8514	fidexaban	91	53	fidexaban [INN]	fidexaban	fidexabán	фидексабан	فيديكسابان	非德沙班	fidexaban	C25H24F2N6O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8515	talactoferrin alfa		8515	talactoferrin alfa	92, 93	54	talactoferrin alfa [INN]	talactoferrine alfa	talactoferrina alfa	талактоферрин альфа	تالاكتوفيرين ألفا	他乳铁蛋白α	talactoferrin	C3345H5215N963O1015S37 (peptide)	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8516	cintredekin besudotox		8516	cintredekin besudotox	92	54	cintredekin besudotox [INN]	cintrédékine bésudotox	cintredekina besudotox	цинтредекин бесудотокс	سانتريديكين بيسودوتوكس	贝辛白介素	cintredekin besudotox	C2234H3512N650O682S10	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8517	radotermin		8517	radotermin	92	54	radotermin [INN]	radotermine	radotermina	радотермин	رادوتارمين	雷多特明	radotermin	C1184H1844N330O350S22	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8519	alagebrium chloride		8519	alagebrium chloride	91	53	alagebrium chloride [INN]	chlorure d'alagébrium	cloruro de alagebrio	алагебрия хлорид	كلوريد ألاغيبريوم	阿拉氯胺	alagebrium	C13H14ClNOS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8520	fampronil		8520	fampronil	91	53	fampronil [INN]	fampronil	fampronilo	фампронил	فامبرونيل	泛普罗尼	fampronil	C16H6Cl3F3N6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8521	fluticasone furoate		8521	fluticasone furoate	95, 96	57	fluticasone furoate [INN]	furoate de fluticasone	furoato de fluticasona	флутиказона фуроат	فوروات فلوتيكاسون	糠酸氟替卡松	fluticasone furoate	C27H29F3O6S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8522	vestipitant		8522	vestipitant	91	53	vestipitant [INN]	vestipitant	vestipitant	вестипитант	فاستيبيتانت	维替匹坦	vestipitant	C23H24F7N3O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8523	levolansoprazole		8523	levolansoprazole	93	55	levolansoprazole [INN]	lévolansoprazole	levolansoprazol	леволансопразол	ليفولانسوبرازول	左兰索拉唑	levolansoprazole	C16H14F3N3O2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8524	dexlansoprazole		8524	dexlansoprazole	93	55	dexlansoprazole [INN]	dexlansoprazole	dexlansoprazol	декслансопразол	ديكسلاسوبرازول	右兰索拉唑	dexlansoprazole	C16H14F3N3O2S	
