Link	New name	Change	Who Number	Last name	Prop Lists	Rec Lists	Locator name	French	Spanish	Russian	Arabic	Chinese	Phonetic	Molecular formula				"InchiKey


asdasd"					
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1052	aspartocin		1052	aspartocin	11		aspartocin [INN]	aspartocine	aspartocina	??????????	??????????	????	aspartocin	Empty	aspartocin	CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O	2P8NSB75RS	VIFAMMRBZBWEID-BQGUCLBMSA-N	4117-65-1	C42H64N12O12S2	ASPARTOCIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VIFAMMRBZBWEID-BQGUCLBMSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5136	stirocainide		5136	stirocainide	47	22	stirocainide [INN]	stirocaïnide	estirocainida	???????????	????????????    	????	stirocainide	C22H34N2O	stirocainide	CC(C)N(CCO\N=C1CCCCCC\1=C\C2=CC=CC=C2)C(C)C	LXD20TIK6Y	VIHOHTOSUXOBSD-SZVLODPRSA-N	78372-27-7	C22H34N2O	STIROCAINIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VIHOHTOSUXOBSD-SZVLODPRSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=687	norethisterone		687	norethisterone	6		norethisterone [INN]	noréthistérone	noretisterona	????????????	?????????????	???	noretisterone	C20H26O2	norethisterone	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	T18F433X4S	VIKNJXKGJWUCNN-XGXHKTLJSA-N	68-22-4	C20H26O2	NORETHINDRONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VIKNJXKGJWUCNN-XGXHKTLJSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4664	trientine		4664	trientine	43	20	trientine [INN]	trientine	trientina	????????	????? ??????	???	trientine	C6H18N4	trientine	NCCNCCNCCN	SJ76Y07H5F	VILCJCGEZXAXTO-UHFFFAOYSA-N	112-24-3	C6H18N4	TRIENTINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VILCJCGEZXAXTO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1111	amobarbital		1111	amobarbital	1	16	amobarbital [INN]	amobarbital	amobarbital	???????????	???????????	?????	amobarbital	C11H18N2O3	amobarbital	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	GWH6IJ239E	VIROVYVQCGLCII-UHFFFAOYSA-N	57-43-2	C11H18N2O3	AMOBARBITAL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VIROVYVQCGLCII-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9498	pimasertib		9498	pimasertib	105	67	pimasertib [INN]	pimasertib	pimasertib	??????????	??????????	????	String	C15H15FIN3O3	pimasertib	OC[C@@H](O)CNC(=O)C1=C(NC2=CC=C(I)C=C2F)C=NC=C1	6ON9RK82AL	VIUAUNHCRHHYNE-JTQLQIEISA-N	1236699-92-5	C15H15FIN3O3	PIMASERTIB	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VIUAUNHCRHHYNE-JTQLQIEISA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=89	menadiol sodium sulfate		89	menadiol sodium sulfate	1	4	menadiol sodium sulfate [INN]	sulfate sodique de ménadiol	sulfato de menadiol y sodio	????????? ?????? ???????	????? ?????? ????????	???????	menadiol	C11H8Na2O8S2	menadiol sodium sulfate	[Na+].[Na+].CC1=C(OS([O-])(=O)=O)C2=C(C=CC=C2)C(OS([O-])(=O)=O)=C1	LCF9984C2K	VIXBZWJMHHVLBT-UHFFFAOYSA-L	1612-30-2	C11H8O8S2	MENADIOL SODIUM SULFATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VIXBZWJMHHVLBT-UHFFFAOYSA-L/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5627	biclodil		5627	biclodil	52	25	biclodil [INN]	biclodil	biclodil	????????	????????	????	biclodil	C8H8Cl2N4O	biclodil	NC(=O)NC(=N)NC1=C(Cl)C=CC=C1Cl	S9RZW428WX	VJAKOOPUXKMONS-UHFFFAOYSA-N	85125-49-1	C8H8Cl2N4O	BICLODIL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJAKOOPUXKMONS-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7508	orbofiban		7508	orbofiban	75	37	orbofiban [INN]	orbofiban	orbofibán	?????????	??????????	????	orbofiban	C17H23N5O4	orbofiban	CCOC(=O)CCNC(=O)N[C@H]1CCN(C1=O)C2=CC=C(C=C2)C(N)=N	FGJ53JS7PT	VJDOPFARMOLELX-ZDUSSCGKSA-N	163250-90-6	C17H23N5O4	ORBOFIBAN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJDOPFARMOLELX-ZDUSSCGKSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9214	mapracorat		9214	mapracorat	102	64	mapracorat [INN]	mapracorat	mapracorat	??????????	??????????		String	C25H26F4N2O2	mapracorat	CC1=NC2=C(C=C1)C(NC[C@](O)(CC(C)(C)C3=C4OCCC4=CC(F)=C3)C(F)(F)F)=CC=C2	145V79YBVP	VJGFOYBQOIPQFY-XMMPIXPASA-N	887375-26-0	C25H26F4N2O2	MAPRACORAT	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJGFOYBQOIPQFY-XMMPIXPASA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3793	cloprostenol		3793	cloprostenol	33	15	cloprostenol [INN]	cloprosténol	cloprostenol	????????????	????????????	????	cloprostenol	C22H29ClO6	cloprostenol	O[C@@H](COC1=CC=CC(Cl)=C1)\C=C\[C@H]2[C@H](O)C[C@H](O)[C@@H]2C\C=C/CCCC(O)=O	4208238832|52EJR3Y9IN	VJGGHXVGBSZVMZ-QIZQQNKQSA-N	40665-92-7|54276-21-0	C22H29ClO6	"CLOPROSTENOL|CLOPROSTENOL, (+)-"	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJGGHXVGBSZVMZ-QIZQQNKQSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4950	carmellose		4950	carmellose	45	23	carmellose [INN]	carmellose	carmelosa	??????????	????????	?????	carmellose	Empty	carmellose	CC(O)=O.OCC(O)C(O)C(O)C(O)C=O		VJHCJDRQFCCTHL-UHFFFAOYSA-N		C6H12O6		PUBCHEM	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJHCJDRQFCCTHL-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4039	isosulpride		4039	isosulpride	36	17	isosulpride [INN]	isosulpride	isosulprida	???????????	???????????	????	isosulpride	C15H23N3O4S	isosulpride	CCN1CCCC1CC(=O)NC2=CC(=CC=C2OC)S(N)(=O)=O	BRT31Y0N0K	VJIIYEHOXLPKBX-UHFFFAOYSA-N	42792-26-7	C15H23N3O4S	ISOSULPRIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJIIYEHOXLPKBX-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6700	nafagrel		6700	nafagrel	64	31	nafagrel [INN]	nafagrel	nafagrel	????????	????????	????	nafagrel	C15H16N2O2	nafagrel	OC(=O)C1=CC2=C(CC(CN3C=CN=C3)CC2)C=C1	98PDQ9OL4V	VJJHOPPXRPHVCA-UHFFFAOYSA-N	97901-21-8	C15H16N2O2	NAFAGREL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJJHOPPXRPHVCA-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5489	divabuterol		5489	divabuterol	51	43	divabuterol [INN]	divabutérol	divabuterol	???????????	???????????  	????	divabuterol	C22H35NO5	divabuterol	CC(C)(C)NCC(O)C1=CC(OC(=O)C(C)(C)C)=CC(OC(=O)C(C)(C)C)=C1	BVG9H4U2ZB	VJJOKWOJJZKXNV-UHFFFAOYSA-N	54592-27-7	C22H35NO5	DIVABUTEROL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJJOKWOJJZKXNV-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3835	etoposide		3835	etoposide	34	16	etoposide [INN]	étoposide	etopósido	????????	?????????	????	etoposide	C29H32O13	etoposide	COC1=CC(=CC(OC)=C1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)C6=C2C=C7OCOC7=C6	6PLQ3CP4P3	VJJPUSNTGOMMGY-MRVIYFEKSA-N	33419-42-0	C29H32O13	ETOPOSIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJJPUSNTGOMMGY-MRVIYFEKSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1470	octotiamine		1470	octotiamine	13	5	octotiamine [INN]	octotiamine	octotiamina	??????????	???????????  	????	octotiamine	C23H36N4O5S3	octotiamine	COC(=O)CCCCC(CCSS\C(CCO)=C(/C)N(CC1=C(N)N=C(C)N=C1)C=O)SC(C)=O	UN1Q7096GA	VJTXQHYNRDGLON-LTGZKZEYSA-N	137-86-0	C23H36N4O5S3	OCTOTIAMINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJTXQHYNRDGLON-LTGZKZEYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5872	piritrexim		5872	piritrexim	54	26	piritrexim [INN]	piritrexime	piritrexima	???????????	???????????	????	piritrexim	C17H19N5O2	piritrexim	COC1=CC(CC2=CN=C3N=C(N)N=C(N)C3=C2C)=C(OC)C=C1	MK2A783ZUT	VJXSSYDSOJBUAV-UHFFFAOYSA-N	72732-56-0	C17H19N5O2	PIRITREXIM	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJXSSYDSOJBUAV-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6802	amrubicin		6802	amrubicin	65	32	amrubicin [INN]	amrubicine	amrubicina	?????????	?????????	????	amrubicin	C25H25NO9	amrubicin	CC(=O)[C@@]1(N)C[C@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C3=C(O)C4=C(C(=O)C5=C(C=CC=C5)C4=O)C(O)=C3C1	93N13LB4Z2	VJZITPJGSQKZMX-XDPRQOKASA-N	110267-81-7	C25H25NO9	AMRUBICIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VJZITPJGSQKZMX-XDPRQOKASA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5190	tiquizium bromide		5190	tiquizium bromide	47	22	tiquizium bromide [INN]	bromure de tiquizium	bromuro de tiquizio	??????? ??????	?????? ????????	????	tiqizium	C19H24BrNS2	tiquizium bromide	[Br-].C[N@+]12CCCC[C@@H]1CCC(C2)=C(C3=CC=CS3)C4=CC=CS4	659K6049SF	VKBNGRDAHSELMQ-KYSFMIDTSA-M	71731-58-3	C19H24NS2	TIQUIZIUM BROMIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKBNGRDAHSELMQ-KYSFMIDTSA-M/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5752	mifepristone		5752	mifepristone	54	25	mifepristone [INN]	mifépristone	mifepristona	???????????	???????????	????	mifepristone	C29H35NO2	mifepristone	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C5=CC=C(C=C5)N(C)C	320T6RNW1F	VKHAHZOOUSRJNA-GCNJZUOMSA-N	84371-65-3	C29H35NO2	MIFEPRISTONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKHAHZOOUSRJNA-GCNJZUOMSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8897	nepidermin		8897	nepidermin	97	59	nepidermin [INN]	népidermine	nepidermina	??????????	??????????	????	nepidermin	C270H401N73O83S7	nepidermin	CC[C@@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)CNC1=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC4=CNC5=C4C=CC=C5)C(=O)N[C@@H](CC6=CNC7=C6C=CC=C7)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]8CSSC[C@@H]9NC(=O)[C@H](CC%10=CC=C(O)C=C%10)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC%11=CN=CN%11)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]%12CCCN%12C(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC%13=CN=CN%13)NC(=O)[C@H](CC(C)C)NC9=O)C(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC%14=CC=C(O)C=C%14)C(=O)N[C@@H]([C@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC%15=CC=C(O)C=C%15)C(=O)N[C@@H](C)C(=O)N8)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(C)C	TZK30RF92W	VKHKURKSNWAATI-UHFFFAOYSA-N	62253-63-8	C270H395N73O83S7	NEPIDERMIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKHKURKSNWAATI-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9197	verucerfont		9197	verucerfont	102	64	verucerfont [INN]	vérucerfont	verucerfont	???????????	???????????		String	C22H26N6O2	verucerfont	CC[C@H](NC1=CC(C)=NC2=C(C(C)=NN12)C3=C(C)C=C(OC)C=C3)C4=NC(C)=NO4	X60608B091	VKHVAUKFLBBZFJ-SFHVURJKSA-N	885220-61-1	C22H26N6O2	VERUCERFONT	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKHVAUKFLBBZFJ-SFHVURJKSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4250	eniclobrate		4250	eniclobrate	39	18	eniclobrate [INN]	éniclobrate	eniclobrato	??????????	???????????	????	eniclobrate	C24H24ClNO3	eniclobrate	CCC(C)(OC1=CC=C(CC2=CC=C(Cl)C=C2)C=C1)C(=O)OCC3=CC=CN=C3	M469UFX48N	VKNSAVOURPMBRN-UHFFFAOYSA-N	81126-88-7	C24H24ClNO3	ENICLOBRATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKNSAVOURPMBRN-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5609	enoxamast		5609	enoxamast	52	25	enoxamast [INN]	énoxamast	enoxamast	??????????	???????????	????	enoxamast	C13H10N2O5S	enoxamast	OC(=O)C(=O)NC1=NC(=CS1)C2=CC=C3OCCOC3=C2	08703R750L	VKPNJGFKWYNJJG-UHFFFAOYSA-N	74604-76-5	C13H10N2O5S	ENOXAMAST	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKPNJGFKWYNJJG-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5513	ciprostene		5513	ciprostene	51		ciprostene [INN]	ciprostène	ciprosteno	?????????	?????????	????	ciprostene	C22H36O4	ciprostene	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@]2(C)C\C(C[C@H]12)=C/CCCC(O)=O	KZ075BHY4P	VKPYUUBEDXIQIB-QBPWRKFFSA-N	81845-44-5	C22H36O4	CIPROSTENE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKPYUUBEDXIQIB-QBPWRKFFSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3900	ciclazindol		3900	ciclazindol	34	16	ciclazindol [INN]	ciclazindol	ciclazindol	???????????	???????????	????	ciclazindol	C17H15ClN2O	ciclazindol	OC1(C2=NCCCN2C3=C1C=CC=C3)C4=CC=CC(Cl)=C4	Y3I9520J7P	VKQDZNZTPGLGFD-UHFFFAOYSA-N	37751-39-6	C17H15ClN2O	CICLAZINDOL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKQDZNZTPGLGFD-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4753	nisoldipine		4753	nisoldipine	42	20	nisoldipine [INN]	nisoldipine	nisoldipino	??????????	??????????	????	nisoldipine	C20H24N2O6	nisoldipine	COC(=O)C1=C(C)NC(C)=C(C1C2=C(C=CC=C2)[N+]([O-])=O)C(=O)OCC(C)C	4I8HAB65SZ	VKQFCGNPDRICFG-UHFFFAOYSA-N	63675-72-9	C20H24N2O6	NISOLDIPINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKQFCGNPDRICFG-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3551	salprotoside		3551	salprotoside	31	14	salprotoside [INN]	salprotoside	salprotósido	???????????	???????????  	????	salprotoside	C25H30O10	salprotoside	CCCO[C@@H]1[C@@H](O)C(OCC)O[C@@H]1[C@@H](COC(=O)C2=CC=CC=C2O)OC(=O)C3=CC=CC=C3O	8523JDI86A	VKRBJYIBLRSBNI-KOGKCOTNSA-N	33779-37-2	C25H30O10	SALPROTOSIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKRBJYIBLRSBNI-KOGKCOTNSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3619	bupicomide		3619	bupicomide	31	14	bupicomide [INN]	bupicomide	bupicomida	?????????	?????????	????	bupicomide	C10H14N2O	bupicomide	CCCCC1=CN=C(C=C1)C(N)=O	0X3H76N0HY	VKSPIPWLHGKJQO-UHFFFAOYSA-N	22632-06-0	C10H14N2O	BUPICOMIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKSPIPWLHGKJQO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=409	pentaquine		409	pentaquine	4	3	pentaquine [INN]	pentaquine	pentaquina	????????	????? ?????	???	pentaqine	C18H27N3O	pentaquine	COC1=CC(NCCCCCNC(C)C)=C2N=CC=CC2=C1	NH99Y5GNF7	VKXQZROIIKPELG-UHFFFAOYSA-N	86-78-2	C18H27N3O	PENTAQUINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKXQZROIIKPELG-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8977	balapiravir		8977	balapiravir	100	62	balapiravir [INN]	balapiravir	balapiravir	???????????	???????????	????	String	C21H30N6O8	balapiravir	CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)N2C=CC(N)=NC2=O)N=[N+]=[N-]	VOT0LP7I9K	VKXWOLCNTHXCLF-DXEZIKHYSA-N	690270-29-2	C21H30N6O8	BALAPIRAVIR	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKXWOLCNTHXCLF-DXEZIKHYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=119	methenamine		119	methenamine	1	1	methenamine [INN]	méthénamine	metenamina	?????????	?????????	????	metenamine	C6H12N4	methenamine	C1N2CN3CN1CN(C2)C3	J50OIX95QV	VKYKSIONXSXAKP-UHFFFAOYSA-N	100-97-0	C6H12N4	METHENAMINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VKYKSIONXSXAKP-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5551	eflornithine		5551	eflornithine	52	25	eflornithine [INN]	éflornithine	eflornitina	??????????	???????????	?????	eflornitine	C6H12F2N2O2	eflornithine	NCCCC(N)(C(F)F)C(O)=O	ZQN1G5V6SR	VLCYCQAOQCDTCN-UHFFFAOYSA-N	70052-12-9	C6H12F2N2O2	EFLORNITHINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VLCYCQAOQCDTCN-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=924	phanquinone		924	phanquinone	10	18	phanquinone [INN]	phanquinone	fanquinona	????????	????????	???	fanqinone	C12H6N2O2	phanquinone	O=C1C(=O)C2=NC=CC=C2C3=CC=CN=C13	ID94IS6N8J	VLPADTBFADIFKG-UHFFFAOYSA-N	84-12-8	C12H6N2O2	PHANQUONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VLPADTBFADIFKG-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3262	mexiletine		3262	mexiletine	28	13	mexiletine [INN]	mexilétine	mexiletina	??????????	??????????	???	mexiletine	C11H17NO	mexiletine	CC(N)COC1=C(C)C=CC=C1C	1U511HHV4Z	VLPIATFUUWWMKC-UHFFFAOYSA-N	31828-71-4	C11H17NO	MEXILETINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VLPIATFUUWWMKC-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1509	kainic acid		1509	kainic acid	13	5	kainic acid [INN]	acide kaïnique	ácido kaínico	???????? ???????	??? ???????	???	kainic kainate	C10H15NO4	kainic acid	CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O	SIV03811UC	VLSMHEGGTFMBBZ-OOZYFLPDSA-N	487-79-6	C10H15NO4	KAINIC ACID	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VLSMHEGGTFMBBZ-OOZYFLPDSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7081	olradipine		7081	olradipine	69		olradipine [INN]	olradipine	olradipino	?????????	??????????	????	olradipine	C22H28Cl2N2O6	olradipine	CCOC(=O)C1=C(COCCOCCN)NC(C)=C(C1C2=CC=CC(Cl)=C2Cl)C(=O)OC	617O238A6V	VLTBMBOHGZAWIT-UHFFFAOYSA-N	115972-78-6	C22H28Cl2N2O6	OLRADIPINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VLTBMBOHGZAWIT-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=780	sulfamethoxypyridazine		780	sulfamethoxypyridazine	8	4	sulfamethoxypyridazine [INN]	sulfaméthoxypyridazine	sulfametoxipiridazina	??????????????????????	?????????????????????	?????	sulfametoxipiridazine	C11H12N4O3S	sulfamethoxypyridazine	COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1	T034E4NS2Z	VLYWMPOKSSWJAL-UHFFFAOYSA-N	80-35-3	C11H12N4O3S	SULFAMETHOXYPYRIDAZINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VLYWMPOKSSWJAL-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9900	sembragiline		9900	sembragiline	111	73	sembragiline [INN]	sembragiline	sembragilina	???????????	???????????			C19H19FN2O3	sembragiline	CC(=O)N[C@@H]1CN(C(=O)C1)C2=CC=C(OCC3=CC(F)=CC=C3)C=C2	K3W9672PNJ	VMAVCCUQTALHOB-INIZCTEOSA-N	676479-06-4	C19H19FN2O3	SEMBRAGILINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VMAVCCUQTALHOB-INIZCTEOSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4113	isamoxole		4113	isamoxole	36	17	isamoxole [INN]	isamoxole	isamoxol	?????????	??????????	????	isamoxole	C12H20N2O2	isamoxole	CCCCN(C(=O)C(C)C)C1=NC(C)=CO1	24QIB5VSGX	VMBNXRJYPJRJIU-UHFFFAOYSA-N	57067-46-6	C12H20N2O2	ISAMOXOLE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VMBNXRJYPJRJIU-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7958	ladirubicin		7958	ladirubicin	83	45	ladirubicin [INN]	ladirubicine	ladirubicina	???????????	???????????	????	ladirubicin	C29H31NO11S	ladirubicin	C[C@@H]1O[C@H](C[C@@H]([C@@H]1OS(C)(=O)=O)N2CC2)O[C@H]3C[C@@](O)(CC4=C(O)C5=C(C(=O)C6=C(C=CC=C6)C5=O)C(O)=C34)C(C)=O	U395ERO49H	VMDWTZZCNDEKIO-CBNJBKGYSA-N	171047-47-5	C29H31NO11S	LADIRUBICIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VMDWTZZCNDEKIO-CBNJBKGYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7848	izonsteride		7848	izonsteride	81	43	izonsteride [INN]	izonstéride	izonsterida	??????????	???????????  	????	izonsteride	C24H26N2OS2	izonsteride	CCC1=C2N=C(SC3=CC4=C(C=C3)[C@@]5(C)CCC(=O)N(C)[C@@H]5CC4)SC2=CC=C1	A5E8C36F34	VMGWGDPZHXPFTC-HYBUGGRVSA-N	176975-26-1	C24H26N2OS2	IZONSTERIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/VMGWGDPZHXPFTC-HYBUGGRVSA-N/SDF
